Total_area_contour,Total_perimeter_contour,area_hull,area_total,particles,perimeter_hull,perimeter_total,radius_circle,stickness
20256,5.656854153,34314.5,17361.5,59000,695.9473212,3285.930479,124.4099274,0.03
1986.5,5.656854153,2788.5,1747.5,6000,195.5312889,465.5706295,35.33892059,0.03
20560.5,5.656854153,34929,17636,60000,702.224322,3344.800536,125.8137207,0.03
20883,7.656854153,35577.5,17929.5,61000,710.3589311,3387.469583,127.830513,0.03
21170.5,5.656854153,36258,18208.5,62000,716.6168857,3473.694979,128.9473572,0.03
21480,5.656854153,37219.5,18487,63000,726.3427408,3548.707171,131.1047058,0.03
21817,5.656854153,38613.5,18786,64000,738.9120544,3666.589421,134.0035706,0.03
22299,5.656854153,39199.5,19156.5,65000,744.1581314,3671.175207,134.9901276,0.03
22581.5,5.656854153,39769.5,19427.5,66000,749.0844725,3709.802624,136.2533264,0.03
22849.5,5.656854153,40157,19671.5,67000,754.9154623,3764.915322,137.9508209,0.03
23137.5,5.656854153,40588.5,19968.5,68000,757.386096,3804.22903,137.9772034,0.03
23415.5,5.656854153,41551,20238,69000,764.7891502,3875.099087,139.1056671,0.03
2188.5,5.656854153,3195,1968,7000,208.0665294,528.7249575,36.65406418,0.03
16480.5,5.656854153,24813,15069.5,70000,594.9336361,1968.833815,108.2559738,0.016
24031.5,5.656854153,42440.5,20783.5,71000,776.4141579,4057.106228,140.5935822,0.03
24266,5.656854153,42900,21018,72000,781.3891486,4091.348868,141.4456787,0.03
24563.5,5.656854153,43579,21288.5,73000,786.5274326,4158.503196,142.616684,0.03
24961,9.071067691,44222,21607.5,74000,792.0084616,4185.95904,143.498642,0.03
25417,5.656854153,44758.5,21986.5,75000,797.6685877,4175.95904,144.843338,0.03
25783.5,5.656854153,45451.5,22278,76000,802.6568161,4205.314378,145.6072235,0.03
26053.5,5.656854153,46011,22522,77000,807.8817066,4262.569212,146.5757751,0.03
26404.5,5.656854153,46555.5,22818,78000,812.9989929,4305.539774,147.6960297,0.03
26658.5,5.656854153,47032,23059,79000,817.3918991,4383.480899,148.5312805,0.03
2685,5.656854153,3466.5,2335,8000,217.6312383,521.4112492,38.90585327,0.03
26983,5.656854153,47495,23338.5,80000,823.7685128,4454.233206,150.0874481,0.03
3029.5,5.656854153,4031,2615.5,9000,235.448486,598.3645667,41.36439896,0.03
293.5,5.656854153,421,271.5,1000,80.36324227,141.2375883,16.15559387,0.018
3236,5.656854153,4387,2874.5,10000,246.583951,660.9919833,45.1711731,0.032
3891,5.656854153,5077.5,3329,11000,268.3835858,646.1219261,47.71998215,0.032
4153.5,5.656854153,5493,3581,12000,278.4534391,710.2051864,49.02739716,0.032
4513.5,5.656854153,5936,3878,13000,290.709762,756.430582,51.45347214,0.032
4949.5,5.656854153,6447,4208.5,14000,302.7373072,815.4427747,53.95610046,0.032
5316,5.656854153,6958.5,4521,15000,314.8779811,793.4011445,55.18842697,0.032
5561.5,7.656854153,7626,4772,16000,326.0295715,906.4549673,56.9515152,0.032
5960.5,5.656854153,7992,5098,17000,334.5260112,902.1118214,58.85431671,0.032
6285.5,7.656854153,8492.5,5391,18000,345.3613379,965.3666546,61.53261185,0.032
6580,11.89949477,8948.5,5663,19000,353.7606111,1033.449915,62.30794144,0.032
591,5.656854153,707.5,537.5,2000,99.16388297,163.7228695,17.27066994,0.032
6929.5,5.656854153,9461,5962,20000,362.8826464,1115.533175,63.91908646,0.032
7342,7.656854153,9918.5,6296,21000,371.5807157,1156.645873,65.8775177,0.032
7610.5,5.656854153,10430.5,6558,22000,381.9868232,1223.072279,67.83795929,0.032
7916.5,5.656854153,10970,6836,23000,389.4831741,1297.15554,68.37051392,0.032
8141.5,5.656854153,11351,7076.5,24000,398.4507843,1374.167732,71.62586212,0.032
8517.5,5.656854153,11832,7395,25000,407.4348474,1406.410373,72.94013977,0.032
8819,5.656854153,12294,7668,26000,415.0825417,1474.635768,74.03049469,0.032
9097.5,5.656854153,12791,7943.5,27000,424.2387503,1536.476388,75.91123199,0.032
9525.5,5.656854153,13489,8280,28000,434.9691639,1588.174872,77.40326691,0.032
10002,9.071067691,14241.5,8642,29000,447.7949562,1633.772851,80.70016479,0.032
831.5,5.656854153,1062,777.5,3000,121.3713561,220.0071403,21.10006142,0.032
10377,5.656854153,14782,8967.5,30000,455.9232072,1706.299763,82.48797607,0.032
10934,5.656854153,15394.5,9370,31000,464.4660996,1689.027685,84.14580536,0.032
11220.5,5.656854153,15877.5,9658,32000,470.4657214,1756.140383,85.16464233,0.032
11717,5.656854153,16377.5,10043.5,33000,478.4253536,1761.897742,86.80658722,0.032
12147,5.656854153,16901.5,10388,34000,484.2680867,1804.96881,87.55579376,0.032
12457,5.656854153,17464,10671.5,35000,492.2605332,1857.981002,88.6708374,0.032
12774.5,5.656854153,17950.5,10966,36000,498.2250319,1933.277466,89.63547516,0.032
13121.5,5.656854153,18278.5,11262.5,37000,502.4849806,1967.17696,89.9028244,0.032
13682.5,5.656854153,18944,11660,38000,511.286455,1948.449039,91.92398071,0.032
14098.5,5.656854153,19686.5,12003,39000,521.2750034,1971.703872,93.3921051,0.032
1127.5,10.48528123,1498.5,1042,4000,142.512157,278.676187,24.94050217,0.032
14312.5,5.656854153,20222,12238,40000,528.7026168,2062.958705,95.02896118,0.032
14586.5,5.656854153,20688.5,12511.5,41000,533.8853917,2145.769887,95.34290314,0.032
15058.5,5.656854153,21415,12894.5,42000,543.3609451,2152.799325,97.08253479,0.032
15299,5.656854153,21883.5,13150.5,43000,550.2144198,2224.74045,98.84973145,0.032
15573,5.656854153,22435,13418.5,44000,556.8585815,2291.995283,99.62438965,0.032
15874.5,5.656854153,22876.5,13681.5,45000,561.4379222,2337.995283,100.9010391,0.032
16309,5.656854153,23440,14017,46000,567.887422,2375.007475,102.9527588,0.032
16596.5,5.656854153,23925,14278.5,47000,573.7742378,2420.848095,103.8954773,0.032
16981.5,11.31370831,24500.5,14600,48000,580.3479168,2468.203434,105.7030029,0.032
17223,9.071067691,25127.5,14851,49000,588.8233322,2577.541527,107.6221237,0.032
1460,5.656854153,1921,1341.5,5000,160.6073307,344.6589421,28.20684052,0.032
17687.5,7.656854153,25647.5,15217,50000,594.5174879,2592.7131,108.5565338,0.032
18164.5,5.656854153,26151.5,15565.5,51000,599.3815041,2600.127313,109.3172989,0.032
18395.5,5.656854153,26718.5,15803.5,52000,604.6002412,2730.293834,110.1363754,0.032
18731.5,5.656854153,27109,16102.5,53000,610.116497,2798.234959,111.3250732,0.032
19473.5,5.656854153,27738.5,16590,54000,615.3610399,2762.193329,111.8940201,0.032
20090.5,5.656854153,28316,17033,55000,620.7349168,2721.222766,111.9666138,0.032
20340.5,5.656854153,29067,17297,56000,627.8792009,2799.649173,113.8530731,0.032
20608.5,5.656854153,29528.5,17557,57000,632.2209096,2867.732433,114.9620514,0.032
20969,10.48528123,30137.5,17874,58000,639.2216244,2900.016704,116.3787918,0.032
21267.5,9.071067691,30761.5,18164,59000,644.8881589,2973.614683,116.548378,0.032
1732.5,5.656854153,2394.5,1599.5,6000,180.9411699,421.7716399,32.32675934,0.032
21737,5.656854153,31308.5,18529,60000,651.6769285,2988.585245,118.0117416,0.032
22179,5.656854153,32232.5,18879.5,61000,662.0851359,3029.940584,120.2540817,0.032
22393.5,5.656854153,32868.5,19126,62000,667.3210523,3150.40862,120.7352829,0.032
22732,5.656854153,33261,19421.5,63000,671.528461,3201.763958,121.610733,0.032
23240,5.656854153,33908.5,19805.5,64000,678.3804281,3223.906094,123.2272034,0.032
23579.5,5.656854153,34364.5,20107,65000,684.0589181,3289.261432,124.8688126,0.032
23888,5.656854153,34876,20393.5,66000,689.6585617,3363.445198,126.3555984,0.032
24250,5.656854153,35420,20703,67000,694.518056,3393.888849,127.0120773,0.032
24583,5.656854153,35938,20999,68000,699.8358707,3432.45739,128.2392883,0.032
24902,5.656854153,36684,21281,69000,707.7353523,3499.226942,130.3270416,0.032
2067.5,10.48528123,2853,1889.5,7000,196.2264547,511.1686085,36.13872147,0.032
17811.5,15.31370831,28344.5,16196.5,70000,639.4735885,2344.019668,119.3777161,0.018
25828.5,5.656854153,37967.5,21998.5,71000,720.1390803,3536.925427,133.0262604,0.032
26196.5,5.656854153,38435.5,22314,72000,725.1896707,3567.795484,133.8458557,0.032
26455,5.656854153,39216,22567,73000,734.0307345,3686.648296,135.9850616,0.032
26868,9.071067691,39914.5,22907.5,74000,740.1368784,3702.34678,137.1828003,0.032
27190,5.656854153,40665,23197.5,75000,747.1733415,3822.714311,138.6466675,0.032
27445,5.656854153,41472.5,23454,76000,753.9582667,3918.981337,139.3195648,0.032
27849.5,5.656854153,42063.5,23784,77000,758.8597165,3946.981337,140.1236267,0.032
28205.5,5.656854153,42662,24096.5,78000,762.6518865,4020.052405,141.0549774,0.032
28627.5,5.656854153,43046.5,24451.5,79000,766.9570472,4044.478811,142.1447754,0.032
2491.5,7.656854153,3417,2228,8000,214.3910826,555.6955199,39.77760696,0.032
29079.5,5.656854153,43874.5,24806,80000,774.3291472,4079.005723,143.7898102,0.032
2771.5,5.656854153,3842.5,2504,9000,228.5211631,627.4356344,42.00605011,0.032
293.5,5.656854153,421,271.5,1000,80.36324227,141.2375883,16.15559387,0.018
3449,5.656854153,4527,3010.5,10000,250.5989093,691.6193999,46.3277359,0.034
3781,5.656854153,4965.5,3311.5,11000,264.0365261,781.8447956,49.9250412,0.034
4152,5.656854153,5530.5,3631.5,12000,279.3965706,833.6437851,52.84184265,0.034
4484,5.656854153,6184,3919,13000,295.9065981,947.0823839,54.82938004,0.034
4803,5.656854153,6749.5,4209,14000,309.0261121,1054.420477,56.14277267,0.034
5214,5.656854153,7269,4560.5,15000,323.436077,1095.834691,61.29447174,0.034
5592.5,5.656854153,7818.5,4892,16000,333.5738556,1144.018456,63.28516769,0.034
5954.5,5.656854153,8193.5,5187.5,17000,342.517051,1193.373795,64.73416901,0.034
6248,5.656854153,8750,5472.5,18000,355.0724573,1319.540316,67.08627319,0.034
6664.5,7.656854153,9322,5803,19000,365.2520438,1401.665206,68.45410156,0.034
597.5,5.656854153,733,533.5,2000,100.5279624,171.3797237,17.74463272,0.034
7685,5.656854153,9869.5,6453.5,20000,375.2746801,1272.912899,70.37664795,0.034
7985,7.656854153,10367,6733.5,21000,384.7126473,1352.795149,72.99667358,0.034
8280.5,12.48528123,11093,7013,22000,396.9127131,1489.547456,75.10336304,0.034
8684.5,5.656854153,11509,7353,23000,404.9823235,1516.375883,76.79202271,0.034
9460.5,5.656854153,11912,7882,24000,414.0418911,1479.263185,79.30961609,0.034
9829.5,5.656854153,12411.5,8189,25000,423.3862846,1533.689591,80.39910126,0.034
10157.5,12.48528123,13101.5,8471.5,26000,434.986986,1602.559648,82.53817749,0.034
10950,5.656854153,13717.5,9026,27000,443.2380079,1505.748466,84.20394897,0.034
11354,5.656854153,14197,9358.5,28000,450.9624684,1556.476388,85.97975159,0.034
11695.5,5.656854153,14644.5,9653.5,29000,458.9139194,1604.902794,87.57435608,0.034
891.5,5.656854153,1110.5,800,3000,123.7453508,227.078208,22.0035038,0.034
12001.5,7.656854153,15085.5,9938,30000,465.2889314,1665.429706,88.96925354,0.034
12422.5,5.656854153,15525,10284.5,31000,472.2772136,1716.785044,90.24440765,0.034
12802,5.656854153,16051.5,10608.5,32000,479.9709327,1740.098752,91.70848083,0.034
13108,5.656854153,16569,10898.5,33000,487.2822553,1776.383023,92.84796906,0.034
13645.5,5.656854153,17174.5,11283,34000,498.8146684,1819.797237,94.57054901,0.034
14078,5.656854153,17714.5,11625,35000,507.5170107,1855.25308,96.26618195,0.034
14546,5.656854153,18418,12002,36000,517.4837761,1911.277466,97.74210358,0.034
14843,5.656854153,18973.5,12289,37000,525.3468643,1982.875445,99.12306213,0.034
15156.5,5.656854153,19524,12592.5,38000,531.8187449,2026.573929,99.99295807,0.034
15563,5.656854153,20178,12918.5,39000,540.7428489,2079.686627,101.0312424,0.034
1201,5.656854153,1584.5,1090,4000,147.4549477,310.9604578,26.02715302,0.034
15920,5.656854153,20609.5,13211,40000,546.2678721,2129.242976,101.9896011,0.034
16266,5.656854153,21111.5,13502.5,41000,555.338396,2245.166856,103.1528244,0.034
16730.5,5.656854153,21933.5,13878.5,42000,564.9205407,2241.652137,104.3599396,0.034
17155,5.656854153,22573,14229.5,43000,571.3304062,2272.137418,105.3890381,0.034
17542,5.656854153,23163.5,14553,44000,579.2580779,2335.978038,107.8207245,0.034
17927,14.48528123,23896.5,14873,45000,586.6211615,2420.605454,108.7122116,0.034
18294,5.656854153,24653.5,15196.5,46000,594.9531817,2428.647085,110.0250015,0.034
18757.5,7.656854153,25297,15561.5,47000,603.0730703,2461.274501,111.8586807,0.034
19041.5,7.656854153,26019,15830,48000,613.1970866,2556.512089,114.0238419,0.034
19378.5,5.656854153,26760.5,16126,49000,619.4977132,2584.997371,114.5417709,0.034
1544,5.656854153,2115,1386.5,5000,170.1205339,383.7716399,30.14779472,0.034
19757,5.656854153,27502.5,16445.5,50000,626.8070126,2645.382147,116.0598679,0.034
20069.5,5.656854153,28357.5,16737,51000,633.4443641,2711.364902,116.7750702,0.034
20384,9.656854153,29049,17018.5,52000,641.5232036,2777.548667,117.5593033,0.034
20787,9.656854153,29680.5,17352.5,53000,648.5686948,2841.631928,118.8317795,0.034
21050,7.656854153,30244.5,17638.5,54000,654.5296783,2865.631928,119.7356949,0.034
21317.5,5.656854153,30831.5,17893.5,55000,660.681228,2941.857323,120.1690598,0.034
21532.5,5.656854153,31525.5,18122,56000,666.4419577,3051.153787,121.2124405,0.034
21775.5,5.656854153,32069.5,18372.5,57000,671.9186047,3131.964969,121.6583405,0.034
22049.5,5.656854153,32638.5,18628.5,58000,677.2933618,3207.705083,122.5417709,0.034
22692,5.656854153,33361,19072,59000,684.0250587,3204.089859,123.9629822,0.034
1990,5.656854153,2676.5,1739,6000,191.0743654,462.4406867,34.10502625,0.034
23074.5,5.656854153,33782,19377.5,60000,689.8615494,3242.3325,124.6537018,0.034
23498,5.656854153,34607.5,19712,61000,696.9018879,3286.918286,126.7889175,0.034
23891.5,5.656854153,35355,20033,62000,704.8242106,3315.687838,129.5419922,0.034
24277,7.656854153,36085,20372,63000,711.6080804,3362.114244,131.1965179,0.034
24503.5,5.656854153,36806.5,20603,64000,720.310496,3451.854359,132.8815613,0.034
24790,5.656854153,37432,20890.5,65000,726.2620409,3509.552843,133.8890533,0.034
25332.5,5.656854153,38237,21302,66000,735.5123268,3513.109192,135.3979492,0.034
25627,5.656854153,38956,21572,67000,742.9220493,3590.506161,137.0100098,0.034
25986,7.656854153,39613,21874,68000,749.0638669,3657.133577,137.8551331,0.034
26356,5.656854153,40358,22191.5,69000,757.1536196,3694.488916,139.4880371,0.034
2484,5.656854153,3069,2125.5,7000,205.8837645,451.4284941,37.3418808,0.034
17811.5,15.31370831,28344.5,16196.5,70000,639.4735885,2344.019668,119.3777161,0.018
27093.5,5.656854153,41965.5,22826.5,71000,772.0305219,3737.944759,143.1889496,0.034
27370.5,5.656854153,42556.5,23103,72000,777.8886415,3822.412796,144.3062744,0.034
28556,5.656854153,43179.5,23806.5,73000,783.4787033,3690.287905,144.5988464,0.034
28921,5.656854153,43870,24125,74000,790.4551451,3720.672681,146.4055786,0.034
29210,5.656854153,44655.5,24379,75000,798.3102295,3821.584369,147.9126129,0.034
29498,5.656854153,45428.5,24638,76000,805.6159635,3894.211785,148.5382538,0.034
29854.5,5.656854153,46231,24948,77000,812.696897,3961.324483,149.3071899,0.034
30279,5.656854153,46805.5,25290,78000,817.7383382,3991.893025,150.2311859,0.034
30593.5,5.656854153,47662,25571.5,79000,825.4182832,4075.189488,151.8403015,0.034
2817.5,5.656854153,3639,2424.5,8000,224.1524186,558.4823169,41.69267273,0.034
30964.5,5.656854153,48431,25882,80000,831.8008511,4128.544827,152.8956299,0.034
3176,5.656854153,4075.5,2743.5,9000,236.7556021,569.7960252,43.73795319,0.034
293.5,5.656854153,421,271.5,1000,80.36324227,141.2375883,16.15559387,0.018
3312,5.656854153,5160.5,2950.5,10000,271.1490234,762.5310873,50.62130737,0.036
3710,5.656854153,5782,3270.5,11000,284.4086539,826.1290663,52.65526962,0.036
4009.5,7.656854153,6427,3557,12000,299.3360769,956.5382276,55.33995819,0.036
4464,7.656854153,6957.5,3910.5,13000,314.5253958,985.124014,58.8919487,0.036
4997.5,5.656854153,7460.5,4331,14000,323.9727542,947.0823839,60.53934097,0.036
5287.5,7.656854153,8089.5,4612.5,15000,337.1560646,1053.893566,63.3582077,0.036
5686.5,9.071067691,8685.5,4930.5,16000,350.6053836,1105.148399,66.57712555,0.036
5979.5,7.656854153,9123,5215.5,17000,360.3334569,1193.373795,67.88419342,0.036
6339,5.656854153,9714.5,5525.5,18000,372.7201728,1298.084472,70.65772247,0.036
6747.5,7.656854153,10191,5871.5,19000,382.640124,1332.510878,73.05487061,0.036
738,5.656854153,921.5,627,2000,116.2747686,208.7350621,21.42691422,0.036
7315.5,5.656854153,10713.5,6287.5,20000,393.5910456,1321.682451,75.91123199,0.036
7667,5.656854153,11044.5,6600,21000,400.5188143,1345.2388,76.72200012,0.036
7961.5,5.656854153,11553.5,6880,22000,409.6093321,1409.037789,77.71490479,0.036
8295,5.656854153,12194,7183,23000,419.6666102,1475.606331,78.79096222,0.036
8674.5,5.656854153,12858,7505,24000,431.9823458,1531.689591,81.54177856,0.036
9075,5.656854153,13465.5,7839.5,25000,443.4478045,1623.3292,82.45766449,0.036
9663.5,5.656854153,14275.5,8276,26000,458.5328586,1629.772851,84.98265076,0.036
10060,5.656854153,15084,8617.5,27000,472.7403677,1682.927179,88.09763336,0.036
10481,5.656854153,15959,8961.5,28000,483.091647,1764.182013,90.21276855,0.036
10830,5.656854153,16676.5,9277.5,29000,495.0711186,1855.377971,93.21452332,0.036
1052,5.656854153,1293,904,3000,138.7014441,283.1614683,25.95123672,0.036
11302.5,11.07106769,17154.5,9636.5,30000,502.7042965,1879.17696,94.93996429,0.036
11590,5.656854153,17597,9921.5,31000,508.5905719,1950.431794,95.79346466,0.036
11965,7.656854153,18199,10225,32000,516.3226347,1990.473424,97.20675659,0.036
12351.5,5.656854153,18713,10550,33000,524.0576211,2022.071403,98.32881165,0.036
12627.5,5.656854153,19373.5,10810.5,34000,532.2738231,2109.912022,100.2338028,0.036
12964,5.656854153,20241,11114,35000,541.0434983,2198.095788,101.3913803,0.036
13314,5.656854153,21186,11427,36000,551.267977,2314.605454,103.4159775,0.036
13613.5,5.656854153,21563.5,11693,37000,558.1388487,2425.316131,105.6955338,0.036
14010.5,5.656854153,22118,12021,38000,563.7445239,2487.683662,106.3679962,0.036
14470,5.656854153,22733,12391,39000,572.0843128,2562.311079,107.8095932,0.036
1354.5,5.656854153,1763.5,1185.5,4000,161.8204381,322.7178172,29.66657448,0.036
14822,12.48528123,23444.5,12711.5,40000,579.1890529,2631.264397,109.2641602,0.036
15322.5,5.656854153,23951.5,13117,41000,584.8304877,2657.364902,109.7293396,0.036
15687,7.656854153,24650,13430.5,42000,593.5227464,2698.72024,111.8656769,0.036
16174.5,5.656854153,25115,13796.5,43000,599.2469524,2691.950688,112.7391357,0.036
16675.5,5.656854153,25668.5,14181,44000,605.0811641,2703.021756,113.6602707,0.036
17014.5,5.656854153,26083,14493,45000,610.1906695,2745.306027,115.1710587,0.036
17257,5.656854153,26720,14747,46000,617.5065272,2828.075579,116.2863846,0.036
17579.5,9.071067691,27292.5,15033.5,47000,625.1255916,2918.68575,117.4777603,0.036
18046.5,5.656854153,28114.5,15399,48000,633.0801891,2960.869516,118.4422226,0.036
18360,5.656854153,28800.5,15687.5,49000,639.8367194,3053.680698,120.2871857,0.036
1656,5.656854153,2348,1462,5000,188.1368021,412.1564159,34.77160263,0.036
18645,5.656854153,29472.5,15952.5,50000,648.3729489,3112.165979,122.3530731,0.036
19122,5.656854153,29859,16322,51000,653.3072429,3152.006599,123.1468048,0.036
19467.5,5.656854153,30438,16634.5,52000,660.1617421,3233.504073,124.9065628,0.036
19800.5,5.656854153,31147,16927,53000,669.0442208,3317.829974,126.3666306,0.036
20252.5,7.656854153,31935,17279,54000,678.1668049,3409.712224,128.1689453,0.036
20693.5,7.656854153,32545.5,17645,55000,684.7937802,3435.025932,129.6187744,0.036
21009.5,5.656854153,33124,17937.5,56000,690.8862804,3523.837114,130.8368378,0.036
21326.5,5.656854153,33832,18245,57000,698.6543859,3589.192452,132.5944061,0.036
21636.5,5.656854153,34356.5,18524.5,58000,703.2851624,3644.890937,133.5150909,0.036
21999.5,5.656854153,34968.5,18832,59000,711.0510862,3695.074702,135.2073517,0.036
1936.5,9.071067691,2918,1732.5,6000,205.2364278,481.7127649,37.69025421,0.036
22371,5.656854153,35455.5,19159.5,60000,717.6427653,3759.542739,137.3045197,0.036
22641,7.656854153,35915.5,19434.5,61000,721.862281,3852.454426,138.0037231,0.036
22982.5,7.656854153,36631.5,19727,62000,732.625653,3929.466619,142.1171417,0.036
23710.5,5.656854153,37213,20217.5,63000,738.5389483,3901.081843,143.0036011,0.036
24052,5.656854153,37794,20521,64000,746.1277224,4017.491004,144.2126312,0.036
24378.5,13.89949477,38327.5,20801,65000,752.9625133,4076.603702,145.6100311,0.036
25178.5,13.89949477,38834,21335,66000,756.9729921,3989.893025,146.6058655,0.036
25636.5,7.656854153,39436,21690.5,67000,760.469398,3947.366113,146.9099426,0.036
26028.5,7.656854153,40185,22014.5,68000,768.3838718,3979.851395,149.1485291,0.036
26341,5.656854153,40824,22304.5,69000,774.0429976,4077.047353,149.8433533,0.036
2285.5,7.656854153,3468,2030.5,7000,221.9609524,543.4528793,40.79838181,0.036
17811.5,15.31370831,28344.5,16196.5,70000,639.4735885,2344.019668,119.3777161,0.018
26970,5.656854153,41987.5,22867,71000,786.9559996,4262.368201,151.731781,0.036
27404,5.656854153,42778.5,23227,72000,795.0321908,4322.025055,153.2164764,0.036
27772,5.656854153,43671.5,23548.5,73000,803.1601785,4352.066686,154.9976807,0.036
28110.5,5.656854153,44209,23844,74000,808.2766395,4468.676857,156.1426697,0.036
28602.5,7.656854153,44879.5,24232.5,75000,814.6579523,4484.576352,157.6135559,0.036
28925,5.656854153,45276,24533.5,76000,819.6470867,4573.086018,157.6136932,0.036
29262,5.656854153,45680.5,24828.5,77000,824.0654591,4654.625122,158.578949,0.036
29526.5,5.656854153,46382,25098,78000,830.9506072,4737.294169,160.8789368,0.036
30044,5.656854153,47309.5,25505.5,79000,836.2931904,4686.340852,161.8155823,0.036
2642,5.656854153,3951.5,2345.5,8000,237.7933697,605.0508584,44.28647232,0.036
30448.5,5.656854153,48179,25845.5,80000,843.5870718,4730.223101,163.3624268,0.036
2957.5,5.656854153,4616,2624.5,9000,256.5760624,714.1046811,47.34426117,0.036
284,5.656854153,401,265,1000,75.39496422,137.3380935,14.12613964,0.02
3998.5,5.656854153,4576.5,3346,10000,247.8463361,585.8376553,43.31741714,0.038
4359,5.656854153,5092.5,3658.5,11000,262.7990474,643.3351291,46.42417908,0.038
4694,5.656854153,5723.5,3960,12000,281.8790305,691.1757488,50.23342896,0.038
5000,9.656854153,6215,4249.5,13000,291.0244817,768.1879414,51.007267,0.038
5429.5,5.656854153,6631.5,4597,14000,302.2736645,793.8864257,52.75956726,0.038
5891,5.656854153,7298,4966,15000,316.0239445,870.6559777,55.18985367,0.038
6189.5,5.656854153,7855.5,5243,16000,326.0943674,983.0235088,56.67933655,0.038
6540.5,5.656854153,8260.5,5556.5,17000,337.2801123,1042.864128,58.84842682,0.038
6899,5.656854153,8880.5,5871.5,18000,349.4406055,1091.491545,60.95138931,0.038
7223.5,5.656854153,9424,6173.5,19000,361.5507205,1161.917951,63.48658371,0.038
715,5.656854153,905,612.5,2000,110.9369627,212.0071403,19.57154465,0.038
7604,5.656854153,10134.5,6500,20000,372.8092372,1246.042842,65.45149231,0.038
7961.5,5.656854153,10810.5,6828.5,21000,385.8529886,1344.368743,67.7220459,0.038
8365,5.656854153,11399,7167,22000,395.5721674,1424.493633,69.81907654,0.038
8886,5.656854153,11952,7574,23000,408.3474149,1443.606331,72.49286652,0.038
9453.5,5.656854153,12679.5,7989.5,24000,419.645402,1444.878409,74.10257721,0.038
10140.5,5.656854153,13506,8474,25000,434.2876052,1480.777904,76.34731293,0.038
10633.5,5.656854153,14130,8855.5,26000,443.6885724,1543.589086,78.43084717,0.038
11236.5,5.656854153,14737.5,9288,27000,453.1571661,1491.263185,79.53083038,0.038
11569,5.656854153,15600.5,9597.5,28000,466.3776612,1592.902794,81.82365417,0.038
11929.5,5.656854153,16388.5,9913,29000,476.0303035,1642.743414,83.59185028,0.038
1024,5.656854153,1405.5,910.5,3000,136.8618124,316.232536,23.37092018,0.038
12236.5,5.656854153,17088.5,10212,30000,485.9910756,1752.483528,85.16262817,0.038
12648,19.55634892,17673.5,10554.5,31000,493.4056773,1831.779992,86.99226379,0.038
13049,5.656854153,18130,10881.5,32000,499.8972577,1883.922127,88.43284607,0.038
13408,5.656854153,18679.5,11204.5,33000,507.5229247,1915.721117,89.88928986,0.038
13684.5,5.656854153,19439.5,11480.5,34000,515.0094515,1995.603366,90.57839203,0.038
14003.5,5.656854153,20001,11773,35000,524.0804383,2091.10084,92.94394684,0.038
14408.5,5.656854153,20357.5,12117.5,36000,530.446722,2127.485616,94.10083771,0.038
15010.5,5.656854153,21183,12559,37000,541.5425413,2148.154663,96.46282959,0.038
15335.5,5.656854153,21645,12866,38000,549.1576488,2185.125226,98.52287292,0.038
16024.5,5.656854153,22358.5,13344,39000,559.9740368,2168.355674,101.0240173,0.038
1459.5,5.656854153,1806.5,1264.5,4000,154.5195988,349.002088,26.16812134,0.038
16447.5,5.656854153,23097,13701,40000,570.1927272,2226.924215,103.7464905,0.038
16716,5.656854153,23758,13963.5,41000,577.3209543,2269.652137,105.1190796,0.038
17513.5,5.656854153,24274,14498,42000,583.330368,2221.125226,106.3551254,0.038
17855.5,12.48528123,24892.5,14797,43000,590.7385001,2321.835902,108.0281067,0.038
18230,5.656854153,25601.5,15121.5,44000,601.716408,2393.818658,110.1102676,0.038
18615,7.656854153,26263,15454,45000,614.265797,2452.487704,114.353569,0.038
19142,5.656854153,27082,15834.5,46000,624.3705277,2468.87248,116.1086578,0.038
19441.5,5.656854153,27744.5,16128,47000,630.7715828,2553.198381,116.5523605,0.038
19771.5,5.656854153,28501.5,16420.5,48000,639.987263,2657.666417,118.5202942,0.038
20083,16.72792184,29387.5,16721,49000,650.4331293,2749.791308,121.4558945,0.038
1716.5,7.656854153,2189,1510.5,5000,171.2751641,452.0559107,29.18450737,0.038
20422.5,5.656854153,29997,17018.5,50000,657.7566932,2799.489792,122.6328735,0.038
20768,5.656854153,30754,17324.5,51000,670.9805312,2912.342605,126.2277451,0.038
21225,9.071067691,31830,17690.5,52000,681.9716258,2997.739573,128.4057159,0.038
21508.5,9.071067691,32598.5,17967.5,53000,690.1266901,3104.308115,130.2144775,0.038
22109.5,7.656854153,33090.5,18411,54000,695.8315578,3076.40862,131.3605194,0.038
22450.5,5.656854153,33808,18712,55000,704.1485915,3156.776151,133.0299835,0.038
22819.5,5.656854153,34984,19016.5,56000,715.6171663,3234.474635,134.8847656,0.038
23245,9.071067691,35596,19361.5,57000,722.9537971,3295.729468,136.3144379,0.038
23549,7.656854153,36520.5,19661.5,58000,733.3420843,3405.268572,137.6384277,0.038
24336.5,5.656854153,37642,20198,59000,741.8020552,3389.570088,138.4511719,0.038
2204.5,5.656854153,2716.5,1888.5,6000,189.7706653,482.8254627,32.09973145,0.038
24716.5,5.656854153,38579.5,20524.5,60000,750.0183586,3473.067562,140.0047302,0.038
25055,5.656854153,39048.5,20827.5,61000,756.1086639,3541.493968,141.4316864,0.038
